10:(10,13),(24,14),(11,8),(15,19),(8,22),(17,5),(23,15),(18,4),(25,9),(3,20),(25,26),(15,24),(9,16),(7,10),(16,21),(12,22),(23,16),(25,4),(25,20),(14,17),(25,17),(11,20),(20,27),(19,5),(14,18),(24,23),(21,8),(24,12),(22,7),(25,27),(29,20),(18,1),(7,17),(22,8),(12,10),(10,17),(17,22),(10,7),(10,5),(17,26),(8,17),(22,12),(6,12),(25,8),(18,22),(16,29),(18,5),(12,23),(30,20),(13,7),(21,18),(15,23),(10,24),(9,3),(17,23),(14,14),(8,5),(22,9),(16,23),(7,16),(21,13),(21,23),(26,14),(17,21),(19,25),(14,16),(8,16),(11,19),(8,28),(19,19),(18,24),(16,7),(29,17),(21,6),(13,8),(9,19),(23,10),(24,24),(3,7),(14,24),(26,11),(6,15),(25,7),(12,6),(6,22),(7,22),(2,11),(7,21),(24,20),(5,18),(19,22),(20,13),(10,20),(17,31),(12,25),(5,15),(25,16),(13,29),(20,6),(4,19),
11:(10,14),(23,14),(11,9),(16,19),(8,22),(16,5),(24,15),(17,4),(25,10),(3,21),(24,26),(14,24),(10,16),(6,10),(17,21),(12,21),(22,16),(25,5),(26,20),(13,17),(26,17),(12,20),(19,27),(18,5),(13,18),(24,22),(22,8),(23,12),(21,7),(25,26),(28,20),(19,1),(7,18),(23,8),(12,10),(10,17),(16,22),(10,6),(10,4),(17,25),(9,17),(22,11),(6,13),(25,9),(18,23),(15,29),(18,4),(11,23),(30,20),(12,7),(20,18),(15,24),(10,24),(10,3),(17,23),(14,13),(8,5),(21,9),(15,23),(7,17),(21,12),(21,22),(26,13),(17,22),(20,25),(14,17),(7,16),(11,18),(8,27),(18,19),(17,24),(15,7),(29,18),(22,6),(13,9),(9,20),(23,11),(24,23),(3,6),(13,24),(25,11),(6,16),(25,8),(13,6),(7,22),(7,23),(2,12),(8,21),(24,19),(5,17),(19,21),(19,13),(10,19),(17,31),(12,24),(4,15),(25,16),(13,28),(21,6),(5,19),
12:(9,14),(22,14),(11,10),(16,19),(8,21),(16,6),(25,15),(17,5),(26,10),(3,22),(23,26),(13,24),(10,15),(5,10),(18,21),(12,20),(22,16),(25,6),(26,20),(12,17),(27,17),(13,20),(18,27),(18,5),(13,19),(23,22),(23,8),(22,12),(21,6),(25,25),(27,20),(20,1),(8,18),(23,9),(12,10),(10,16),(16,23),(10,5),(9,4),(16,25),(10,17),(21,11),(6,14),(25,10),(18,24),(14,29),(18,3),(10,23),(30,20),(11,7),(20,17),(15,25),(10,24),(11,3),(18,23),(15,13),(8,5),(20,9),(14,23),(7,18),(21,12),(21,21),(26,12),(16,22),(21,25),(14,17),(6,16),(11,17),(8,26),(17,19),(16,24),(14,7),(29,19),(23,6),(14,9),(8,20),(23,12),(24,22),(3,5),(13,23),(24,11),(6,17),(24,8),(14,6),(8,22),(7,24),(2,13),(9,21),(24,18),(5,16),(19,20),(18,13),(10,18),(17,31),(11,24),(3,15),(25,16),(13,27),(22,6),(5,20),
13:(9,15),(21,14),(12,10),(15,19),(7,21),(16,7),(25,14),(17,6),(25,10),(4,22),(22,26),(12,24),(10,14),(5,11),(19,21),(12,19),(22,16),(24,6),(26,21),(12,16),(27,18),(13,21),(17,27),(17,5),(13,20),(24,22),(24,8),(21,12),(21,6),(25,24),(26,20),(20,0),(9,18),(23,8),(12,11),(9,16),(15,23),(10,4),(9,3),(15,25),(11,17),(21,10),(6,14),(24,10),(18,25),(14,29),(19,3),(9,23),(30,20),(10,7),(20,16),(15,26),(10,23),(11,3),(19,23),(16,13),(8,5),(19,9),(13,23),(7,19),(21,11),(20,21),(26,11),(16,21),(22,25),(14,17),(6,15),(12,17),(8,25),(16,19),(15,24),(13,7),(29,20),(23,5),(14,10),(8,21),(24,12),(24,21),(3,4),(13,24),(23,11),(5,17),(24,9),(15,6),(9,22),(7,25),(2,14),(10,21),(24,17),(6,16),(19,19),(17,13),(10,17),(17,31),(10,24),(3,14),(25,16),(13,26),(23,6),(6,20),
14:(9,16),(20,14),(12,11),(15,20),(7,22),(15,7),(25,13),(17,7),(25,9),(5,22),(22,25),(11,24),(10,13),(4,11),(20,21),(12,18),(22,16),(25,6),(27,21),(12,17),(27,19),(14,21),(17,28),(16,5),(13,21),(24,23),(25,8),(20,12),(21,6),(24,24),(25,20),(20,0),(9,19),(24,8),(12,12),(8,16),(15,24),(9,4),(8,3),(14,25),(11,16),(21,9),(6,13),(25,10),(18,26),(14,29),(20,3),(8,23),(30,20),(9,7),(19,16),(15,27),(11,23),(11,3),(19,22),(16,12),(8,5),(18,9),(12,23),(7,20),(21,11),(20,20),(26,10),(16,21),(23,25),(14,17),(6,14),(11,17),(8,24),(15,19),(14,24),(13,6),(29,21),(23,4),(14,11),(7,21),(25,12),(24,20),(3,3),(13,24),(23,12),(5,18),(23,9),(16,6),(10,22),(7,26),(2,15),(11,21),(23,17),(7,16),(19,18),(16,13),(10,16),(17,31),(10,23),(2,14),(25,16),(13,25),(24,6),(6,21),
15:(9,17),(19,14),(12,12),(15,19),(8,22),(14,7),(26,13),(17,8),(25,9),(5,22),(21,25),(11,24),(10,12),(4,12),(21,21),(12,17),(22,16),(26,6),(28,21),(11,17),(27,20),(15,21),(16,28),(15,5),(13,22),(24,24),(25,7),(19,12),(21,6),(23,24),(24,20),(20,0),(9,20),(24,8),(12,13),(8,17),(15,25),(8,4),(7,3),(13,25),(11,15),(21,8),(5,13),(25,10),(18,27),(14,29),(21,3),(7,23),(30,20),(9,8),(19,15),(14,27),(10,23),(11,3),(20,22),(17,12),(8,5),(17,9),(11,23),(7,21),(21,11),(20,19),(26,10),(16,21),(24,25),(14,17),(6,13),(10,17),(9,24),(14,19),(14,25),(13,5),(29,22),(22,4),(14,12),(7,22),(25,13),(24,19),(3,3),(14,24),(23,13),(5,19),(23,10),(17,6),(10,21),(6,26),(2,16),(12,21),(22,17),(8,16),(19,17),(15,13),(10,15),(17,31),(10,22),(1,14),(25,16),(13,24),(25,6),(6,22),
16:(9,18),(19,15),(12,13),(16,19),(8,22),(13,7),(26,12),(16,8),(25,9),(6,22),(20,25),(11,24),(10,11),(4,13),(22,21),(12,16),(22,16),(25,6),(29,21),(10,17),(27,21),(16,21),(15,28),(14,5),(13,22),(24,25),(26,7),(19,11),(21,6),(22,24),(24,19),(20,0),(9,21),(24,8),(12,14),(7,17),(14,25),(7,4),(6,3),(13,24),(12,15),(20,8),(6,13),(25,10),(18,28),(14,29),(22,3),(8,23),(30,20),(8,8),(18,15),(13,27),(10,24),(11,3),(21,22),(17,11),(8,5),(16,9),(10,23),(8,21),(21,11),(19,19),(26,10),(16,20),(25,25),(14,17),(6,12),(9,17),(9,23),(13,19),(13,25),(13,4),(29,23),(21,4),(14,13),(7,23),(26,13),(23,19),(3,3),(14,24),(22,13),(5,20),(23,11),(18,6),(10,20),(6,27),(2,17),(13,21),(21,17),(9,16),(19,16),(15,13),(10,14),(17,31),(10,21),(1,14),(25,16),(13,23),(25,7),(7,22),
17:(8,18),(18,15),(13,13),(17,19),(8,21),(13,8),(26,11),(16,9),(25,9),(7,22),(20,24),(11,24),(11,11),(3,13),(23,21),(12,15),(22,16),(24,6),(29,20),(9,17),(27,22),(17,21),(14,28),(14,4),(12,22),(24,26),(27,7),(18,11),(21,6),(22,23),(23,19),(20,0),(9,22),(24,8),(12,13),(6,17),(13,25),(6,4),(6,2),(12,24),(12,14),(20,7),(6,14),(25,10),(18,29),(14,29),(23,3),(8,23),(30,20),(7,8),(18,14),(12,27),(10,24),(11,3),(21,22),(17,11),(8,5),(15,9),(11,23),(9,21),(21,11),(18,19),(26,10),(16,21),(25,25),(14,17),(6,11),(9,16),(10,23),(12,19),(12,25),(13,3),(29,24),(20,4),(14,14),(6,23),(26,14),(23,18),(3,3),(14,24),(21,13),(5,21),(23,12),(19,6),(10,19),(6,28),(2,18),(14,21),(20,17),(9,15),(19,15),(14,13),(10,13),(17,31),(10,20),(1,14),(25,16),(13,22),(25,8),(7,23),
18:(7,18),(17,15),(13,14),(16,19),(7,21),(13,9),(27,11),(16,10),(25,10),(8,22),(19,24),(10,24),(11,10),(3,14),(23,20),(12,14),(22,16),(23,6),(29,20),(8,17),(27,23),(18,21),(13,28),(14,4),(12,23),(24,27),(27,7),(17,11),(21,6),(21,23),(22,19),(20,0),(10,22),(24,8),(12,12),(5,17),(12,25),(5,4),(6,2),(11,24),(12,13),(19,7),(6,15),(26,10),(18,30),(14,29),(24,3),(8,24),(30,20),(7,8),(17,14),(12,28),(10,25),(11,3),(21,22),(16,11),(8,5),(15,10),(11,22),(10,21),(21,11),(17,19),(27,10),(16,21),(25,25),(14,17),(5,11),(9,17),(11,23),(12,19),(11,25),(12,3),(29,25),(19,4),(14,15),(5,23),(27,14),(22,18),(3,3),(14,24),(21,14),(5,22),(22,12),(20,6),(11,19),(6,29),(2,19),(15,21),(19,17),(10,15),(19,14),(13,13),(10,12),(17,31),(10,19),(1,14),(25,16),(13,21),(25,9),(8,23),
19:(7,18),(16,15),(13,15),(16,18),(7,20),(13,10),(27,10),(15,10),(25,11),(9,22),(19,23),(11,24),(12,10),(3,15),(23,19),(12,13),(22,16),(23,6),(29,20),(7,17),(27,24),(19,21),(12,28),(14,4),(13,23),(24,28),(27,7),(16,11),(22,6),(21,22),(21,19),(20,0),(10,23),(24,8),(12,11),(5,18),(11,25),(4,4),(6,2),(11,23),(12,12),(19,6),(6,16),(26,11),(18,31),(14,29),(25,3),(7,24),(30,20),(7,8),(16,14),(12,29),(10,24),(11,4),(21,21),(16,10),(8,5),(14,10),(10,22),(11,21),(21,11),(16,19),(26,10),(16,21),(25,25),(14,17),(4,11),(10,17),(12,23),(12,20),(10,25),(11,3),(29,26),(19,5),(14,16),(4,23),(27,15),(21,18),(3,3),(14,24),(20,14),(5,23),(21,12),(21,6),(12,19),(6,30),(2,20),(15,22),(18,17),(10,14),(19,14),(13,13),(10,11),(17,31),(10,18),(1,14),(25,16),(13,20),(25,10),(8,24),
20:(7,18),(16,16),(13,16),(16,19),(7,19),(12,10),(27,9),(14,10),(24,11),(10,22),(18,23),(11,23),(11,10),(3,16),(24,19),(12,12),(22,16),(23,5),(29,20),(7,17),(27,25),(20,21),(11,28),(14,4),(13,24),(24,29),(27,7),(16,10),(23,6),(21,21),(20,19),(20,0),(10,24),(24,8),(11,11),(5,18),(10,25),(3,4),(6,2),(11,22),(12,11),(18,6),(6,17),(26,10),(18,31),(14,29),(26,3),(7,23),(30,20),(7,8),(15,14),(12,30),(11,24),(11,3),(22,21),(16,9),(8,5),(13,10),(10,23),(12,21),(21,11),(15,19),(27,10),(16,21),(25,25),(14,18),(4,10),(10,16),(12,22),(12,19),(9,25),(10,3),(29,26),(19,5),(14,17),(4,24),(28,15),(21,17),(3,3),(14,24),(19,14),(4,23),(21,13),(22,6),(13,19),(5,30),(2,21),(16,22),(17,17),(11,14),(19,15),(12,13),(9,11),(17,31),(10,17),(1,14),(25,16),(13,20),(25,11),(9,24),
21:(8,18),(15,16),(13,17),(17,19),(7,18),(12,11),(27,8),(13,10),(25,11),(10,22),(18,22),(11,24),(11,9),(2,16),(24,18),(12,12),(22,16),(23,4),(29,20),(8,17),(27,26),(21,21),(10,28),(14,4),(13,25),(24,29),(27,7),(15,10),(23,5),(21,20),(19,19),(20,0),(10,25),(24,8),(11,10),(5,18),(9,25),(2,4),(6,2),(11,21),(11,11),(17,6),(7,17),(25,10),(18,31),(14,29),(27,3),(7,23),(30,20),(7,8),(15,13),(11,30),(12,24),(11,3),(22,21),(16,8),(8,5),(12,10),(9,23),(13,21),(21,11),(15,19),(26,10),(16,21),(25,25),(13,18),(4,9),(10,15),(12,21),(11,19),(8,25),(9,3),(29,26),(19,5),(14,18),(4,25),(29,15),(21,16),(3,3),(14,24),(18,14),(3,23),(20,13),(23,6),(14,19),(5,30),(2,22),(17,22),(16,17),(12,14),(19,14),(12,13),(9,10),(17,31),(10,16),(1,14),(25,16),(13,19),(25,12),(10,24),
22:(8,19),(14,16),(13,18),(17,19),(8,18),(11,11),(27,7),(12,10),(25,10),(10,22),(18,21),(10,24),(11,8),(2,17),(24,17),(12,11),(22,16),(22,4),(29,20),(7,17),(27,27),(22,21),(9,28),(14,4),(13,26),(24,29),(26,7),(14,10),(24,5),(21,19),(18,19),(20,0),(11,25),(24,8),(11,9),(5,18),(8,25),(1,4),(6,2),(11,20),(10,11),(16,6),(7,18),(25,9),(18,31),(14,29),(27,2),(7,23),(30,20),(7,8),(14,13),(11,31),(11,24),(11,3),(22,20),(16,7),(8,5),(11,10),(8,23),(14,21),(21,11),(16,19),(26,10),(16,21),(25,25),(14,18),(4,8),(9,15),(12,20),(10,19),(7,25),(8,3),(29,26),(19,5),(14,19),(4,26),(29,16),(21,15),(3,3),(14,24),(17,14),(3,24),(20,14),(23,5),(15,19),(5,30),(2,23),(18,22),(15,17),(13,14),(19,14),(12,13),(9,9),(17,31),(10,15),(1,14),(25,16),(13,19),(25,13),(10,25),
23:(7,19),(13,16),(13,19),(17,20),(8,17),(10,11),(27,6),(11,10),(25,9),(10,22),(17,21),(9,24),(11,7),(2,18),(24,16),(12,10),(22,16),(21,4),(29,20),(6,17),(27,28),(23,21),(8,28),(14,4),(13,27),(24,29),(27,7),(13,10),(24,6),(20,19),(17,19),(20,0),(12,25),(24,8),(11,9),(5,18),(7,25),(1,4),(6,2),(11,19),(10,12),(15,6),(8,18),(25,8),(18,31),(14,29),(27,1),(7,22),(30,20),(7,8),(14,12),(11,31),(10,24),(11,3),(21,20),(17,7),(8,5),(10,10),(7,23),(15,21),(21,11),(16,18),(26,10),(16,21),(25,25),(14,18),(3,8),(9,16),(12,19),(9,19),(6,25),(7,3),(29,26),(19,5),(14,20),(4,27),(29,17),(21,14),(3,3),(14,24),(16,14),(3,25),(19,14),(24,5),(16,19),(5,30),(2,23),(19,22),(14,17),(14,14),(18,14),(12,13),(9,8),(17,31),(10,14),(1,14),(25,16),(13,20),(25,14),(11,25),
24:(7,18),(12,16),(13,20),(17,19),(8,16),(9,11),(27,5),(10,10),(24,9),(10,22),(17,20),(10,24),(11,6),(2,19),(25,16),(11,10),(22,16),(21,5),(29,20),(5,17),(28,28),(24,21),(8,29),(14,4),(13,28),(24,29),(27,7),(12,10),(23,6),(19,19),(16,19),(20,0),(13,25),(24,8),(11,9),(5,18),(6,25),(1,4),(6,2),(11,18),(10,11),(14,6),(8,19),(25,9),(18,31),(14,29),(27,0),(7,23),(30,20),(7,8),(14,11),(11,31),(10,23),(11,3),(21,21),(18,7),(8,5),(9,10),(6,23),(15,22),(21,11),(16,17),(26,10),(16,21),(25,25),(14,17),(3,7),(9,17),(12,18),(9,19),(5,25),(6,3),(29,26),(19,5),(14,20),(4,28),(29,18),(21,13),(3,3),(14,24),(16,15),(2,25),(18,14),(25,5),(16,18),(5,30),(2,23),(19,22),(13,17),(15,14),(17,14),(12,13),(8,8),(17,31),(10,13),(1,14),(25,17),(13,21),(25,15),(11,26),
25:(7,18),(11,16),(13,21),(16,19),(7,16),(9,12),(27,4),(10,11),(25,9),(10,22),(17,19),(11,24),(12,6),(1,19),(26,16),(11,9),(22,16),(21,6),(29,20),(4,17),(28,29),(25,21),(7,29),(14,4),(13,28),(24,29),(27,7),(11,10),(22,6),(18,19),(15,19),(20,0),(14,25),(24,8),(11,8),(5,18),(5,25),(1,4),(6,2),(11,18),(11,11),(13,6),(9,19),(25,10),(18,31),(14,29),(27,0),(7,23),(30,20),(7,7),(14,10),(11,31),(10,24),(11,3),(21,22),(18,6),(8,5),(8,10),(5,23),(16,22),(21,11),(15,17),(26,10),(16,21),(25,25),(14,17),(3,6),(10,17),(12,18),(9,18),(4,25),(5,3),(29,26),(19,5),(14,20),(4,29),(29,19),(21,12),(3,3),(14,24),(16,16),(2,26),(17,14),(26,5),(16,17),(5,30),(2,23),(19,22),(12,17),(16,14),(17,15),(12,13),(7,8),(17,31),(10,12),(1,14),(25,17),(13,22),(25,16),(12,26),
26:(7,18),(10,16),(13,20),(16,20),(7,15),(8,12),(27,4),(9,11),(25,9),(10,22),(16,19),(11,24),(13,6),(1,20),(27,16),(11,8),(22,16),(21,7),(29,21),(4,17),(28,30),(25,21),(6,29),(14,4),(13,28),(24,29),(27,7),(11,9),(21,6),(17,19),(14,19),(20,0),(15,25),(24,8),(10,8),(5,18),(4,25),(1,4),(6,2),(11,18),(11,10),(13,5),(9,20),(25,10),(18,31),(14,29),(27,0),(7,23),(30,20),(7,6),(13,10),(11,31),(10,24),(11,3),(21,22),(19,6),(8,5),(7,10),(4,23),(17,22),(21,10),(14,17),(26,10),(16,21),(25,25),(14,16),(2,6),(10,17),(12,17),(8,18),(3,25),(4,3),(29,26),(19,5),(14,20),(4,29),(29,20),(21,11),(3,3),(14,24),(16,17),(2,27),(17,15),(27,5),(17,17),(5,30),(2,23),(19,22),(12,16),(17,14),(18,15),(12,13),(7,7),(17,31),(10,11),(1,14),(26,17),(13,21),(25,17),(13,26),
